	GS4	GS5	GS6	GS3	GS7	MTA2_KO_4	MTA2_KO_5	WT_Ctrl_3	WT_Ctrl_4
Rab33b	319.986964881799	393.227533272083	310.870618198427	411.882981379244	277.940609763686	336.492379608927	309.543275085669	373.283404642726	351.807906658871
Setd7	1227.91968400369	985.677498641269	1032.52695372488	940.440264110927	753.026831735738	1130.49602857247	1360.0773900436	762.764208187903	698.335358969222
Mgst2	3384.65695487833	2946.70725899993	3738.7763421539	2636.74851524104	2957.5511575575	2055.41254075993	2883.77519391743	3732.78414486734	3859.58030351986
Maml3	448.740979930562	466.301822624404	362.413167854178	349.596578928236	392.543313376769	452.926509327451	453.659884851406	364.023570222705	345.06672576976
Foxo1	781.820298672621	717.925666889985	576.020211943658	625.499420981043	648.630140172052	681.499393498244	736.814610998812	609.267042124067	652.335544306363
Cog6	1541.35642588573	1442.85184810053	1470.22729507223	1626.73837842484	1681.25420944121	1630.34317469248	1544.22178768015	1508.84235122135	1526.53521194568
Lhfp	4.01158384828808	7.53914115510958	5.76345363632673	5.13186916172905	3.11270914320352	12.2587412758751	3.66124529750665	4.63355666037413	-0.106537678030299
Nhlrc3	1549.2760822574	1629.97946083692	1487.36350151861	1596.22167683426	1655.24617901813	1504.10396050337	1639.24296680842	1477.74672824361	1713.37586481685
Proser1	596.550734503372	493.068328588948	439.801406752707	459.149460443393	412.96387283885	520.801056259673	492.363272949974	459.352943890619	448.709769401551
Stoml3	0.174675572944075	0.174675572944075	0.174675572944075	0.174675572944075	0.174675572944075	1.22272901060853	-0.174675572944075	-0.174675572944075	-0.174675572944075
Frem2	7.08022456154323	7.08022456154323	7.96380605925097	8.08980457080599	7.08022456154323	-4.28541539443803	1.951714692737	27.2246668543007	4.94446129914967
Gm10985	0	0	0	0	0	0	0	0	0
Ufm1	1261.83918074605	1388.83190593941	1523.87642778093	1380.12445492728	1428.8179814533	1422.36951989734	1455.77461476464	1349.28659523176	1359.36123078383
Trpc4	0.487677320952036	0.487677320952036	0.487677320952036	0.487677320952036	0.487677320952036	2.30713184615316	-0.487677320952036	0.618932079559054	-0.487677320952036
Postn	10.2737258805211	4.7193416135802	3.98160294492919	51.4318633802791	5.81521135670965	30.9535116438858	12.9532831568462	17.0439756647816	0.0266256753017702
Supt20	873.40842968115	746.382726952711	797.131210668329	835.482752768308	642.427422328824	668.347080033943	702.72614774664	868.897414318993	875.895391819883
Gm21958	0	0	0	0	0	0	0	0	0
Exosc8	208.271054533885	273.992336161292	276.809676257452	135.653611477228	213.777810946027	266.386672089468	214.898571528003	224.350390261293	181.167957621944
Alg5	882.975242000026	924.554402943722	931.721263204412	897.416711973319	958.407595435902	1008.90303477538	927.067840932544	836.42873547441	903.660561263575
Smad9	11.2310740332609	4.70987354771871	19.8680773144395	5.60318292273822	40.801892132222	11.6335338012592	11.7442212006887	25.9063133445935	16.4872116137623
Rfxap	187.014338905551	240.236751670008	261.06855451864	338.992943665258	285.784111307217	221.957767671619	263.085775522629	278.393845439398	287.039971419695
Sertm1	0	0	0	0	0	0	0	0	0
Ccna1	11.3318887323461	21.5243470664268	19.1311901379475	2.34314168150049	20.6792257993051	0.451667485604714	16.849729233845	22.0022651297435	20.7041728848275
Spg20	202.189171848189	341.853273891814	249.047748198089	315.737574897617	418.19990593417	255.616723959102	307.553175224141	350.145969047031	308.306271585631
Ccdc169	0.50102857752887	0.50102857752887	0.50102857752887	0.50102857752887	0.50102857752887	-0.50102857752887	-0.50102857752887	-0.50102857752887	3.50720004270209
Sohlh2	0	0	0	0	0	0	0	0	0
Dclk1	216.177640481653	212.458292732948	330.723672915529	966.934663766698	693.766844924041	295.409320244387	325.32766669268	667.664769103246	647.64713581638
Gm21954	0.125257144382218	0.125257144382218	0.125257144382218	0.125257144382218	0.125257144382218	-0.125257144382218	-0.125257144382218	-0.125257144382218	0.876800010675522
Nbea	500.296530193785	542.294143010678	449.687459149835	251.712670408158	311.877034153334	596.358328494683	494.062864411942	226.060989244491	328.212087381518
Mab21l1	0	0	0	0	0	0	0	0	0
Tm4sf1	35.3050839685976	32.1503047534433	39.4935933464839	60.1860037443142	75.9134115398529	36.86902911688	36.8856417604923	52.320866441914	68.3631805628675
Tm4sf4	21.3777486178984	9.16628083838167	15.6174634103472	71.1395881693315	26.4996546715196	22.3573475372697	24.781363449984	33.2537275474158	34.648150031313
Wwtr1	8.13889329620911	18.3992931438065	11.5967532501559	13.7403198634139	54.9855553006393	24.3035719002657	15.5483511445592	26.2339340430132	19.4027947955417
Commd2	276.377118235827	239.321846905443	359.397938632088	247.371408773413	327.557920105627	260.914887207102	275.547551670326	310.662675764926	312.895871479564
Ankub1	0	0	0	0	0	0	0	0	0
Rnf13	667.162845798924	872.663076071574	693.992808815274	806.533358386252	1083.64523197876	712.871263193052	637.057330407412	956.192304959501	993.076958280666
Pfn2	7.15247476042734	12.0196263775174	3.44992348845131	44.7151134398471	22.9353707694237	15.3117882474762	12.8960786565681	18.2276786026581	25.7824615618308
Tsc22d2	462.411653716124	451.268629846093	443.312501502412	505.064507498956	559.230642041972	380.262683257915	390.335141269019	564.967184212917	601.465338944596
Serp1	7410.42051266167	7533.05507281815	8436.24892475185	9015.08710282715	6792.49864145319	9698.66806206362	8351.97791132023	6751.04730453295	6548.15492569277
Eif2a	923.73691917692	1059.33718016149	1036.07866594859	1034.92605050787	1250.6377682092	1132.00069060259	972.2816333352	1113.30440369054	1026.18653957493
