	HCO118C	HCO118OE	HCO80C	HCO80OE	HCO83C	HCO83OE	HCO88C	HCO88OE	HCO89C	HCO89OE
CDK11B	1217.97230261078	1040.41606741517	1121.32821306941	998.224897852045	922.900197953024	733.533342558206	556.837587286516	514.974801449747	541.776473639076	447.315954521908
SLC35E2B	1004.14421854841	963.446511407418	568.464650625621	538.907197495532	612.308785180372	737.76730124541	1096.57094834239	953.657039721753	806.740713231944	759.233582002432
CDK11A	16.9555308948137	10.6164904838283	48.7534005682351	37.3974745592985	64.3367926457637	56.0999526054616	26.6065741365571	22.0846893409248	19.387627287283	18.0531102721846
NADK	1344.19681038328	2030.40380503216	2107.12197255912	2593.85047904878	1720.45457575137	2059.82090132506	1128.87893122249	1174.503933131	1471.30549302381	1527.49371914096
GNB1	12136.3922249322	11795.8056350736	12724.6375483093	12451.4412090382	6671.05984433832	6926.75641226681	8697.4990382824	8444.38212435725	9351.29889489952	9624.31367621577
TMEM52	16.9555308948137	49.5436222578654	44.8531285227762	46.0276609960597	4.43702018246646	23.2867727796256	19.0046958118265	22.0846893409248	35.5439833600189	31.0914676909847
CFAP74	2.82592181580228	6.19295278223317	3.9002720454588	7.67127683267662	11.0925504561662	47.6320352310523	4.75117395295662	20.0769903099316	14.0021752630378	91.2685019316001
PRKCZ	814.807456889657	1146.58097225346	981.893487444254	1191.92463787713	606.762509952288	901.833200374591	711.725858152902	748.87173856045	734.575656107058	851.505034504709
FAAP20	383.383393010509	378.654827256542	426.104720966374	402.742033715522	411.533621923764	287.909190729916	236.60846285724	290.112509978512	185.259549634038	144.424882177477
SKI	770.534681775421	823.662720037012	681.572539943926	781.51132732893	381.583735692116	366.237426443202	539.733361055872	531.036393697692	448.069608417208	346.017946883539
MORN1	49.9246187458403	61.9295278223317	33.1523123863998	33.5618361429602	22.1851009123323	25.4037521232279	27.5568089271484	38.1462815888701	48.4690682182076	23.0678631255693
RER1	1906.55525172794	1885.31176841984	1863.35496971794	1777.81840597281	1463.10740516832	1428.96105693157	1197.29583614507	1103.23061753074	1565.01235824568	1535.51732370637
PEX10	215.712031939574	209.675687055609	160.886221875176	191.781920816915	174.153042161809	170.416837159987	232.807523694875	224.862291471234	187.413730443736	176.519300439139
PLCH2	151.657804114722	83.1625087899883	113.107889318305	60.4113050573283	89.8496586949458	24.3452624514267	176.743671049986	222.854592440241	127.096667772189	70.2065399473847
PANK4	485.116578379391	439.699647538555	540.187678296044	485.208259666796	337.213533867451	341.892163991776	226.155880160735	247.950830327656	202.492996111623	260.767148376
TNFRSF14	1639.97662710392	1795.0715993073	1479.17817324025	1485.35097672701	2910.685239698	2369.9583751628	2415.49683768315	2545.76237129933	2512.85191451285	2511.38822897502
PRXL2B	2025.24396799163	2550.61183873975	2240.70629011608	2056.86110076142	2129.7696875839	2152.96799244356	1211.54935800394	1134.34995251114	1713.65083411485	1453.27537691086
